Date,PX_LAST,PX_VOLUME
23/09/2021,4448.98,492031305
22/09/2021,4395.64,546603328
21/09/2021,4354.19,524522424
20/09/2021,4357.73,714928170
17/09/2021,4432.99,1807659453
16/09/2021,4473.75,531399515
15/09/2021,4480.7,609921417
14/09/2021,4443.05,530129919
13/09/2021,4468.73,545226229
10/09/2021,4458.58,490385730
09/09/2021,4493.28,463557761
08/09/2021,4514.07,467052491
07/09/2021,4520.03,484895707
03/09/2021,4535.43,414286332
02/09/2021,4536.95,463547522
01/09/2021,4524.09,479401081
31/08/2021,4522.68,715483274
30/08/2021,4528.79,416021103
27/08/2021,4509.37,432333069
26/08/2021,4470,417989422
25/08/2021,4496.19,491850140
24/08/2021,4486.23,431883781
23/08/2021,4479.53,475010295
20/08/2021,4441.67,525313553
19/08/2021,4405.8,542963221
18/08/2021,4400.27,481865285
17/08/2021,4448.08,471396876
16/08/2021,4479.71,462926327
13/08/2021,4468,375816906
12/08/2021,4460.83,424463082
11/08/2021,4447.7,474514076
10/08/2021,4436.75,463044810
09/08/2021,4432.35,445844768
06/08/2021,4436.52,475578819
05/08/2021,4429.1,488983014
04/08/2021,4402.66,577170883
03/08/2021,4423.15,559292059
02/08/2021,4387.16,505090822
30/07/2021,4395.26,704783647
29/07/2021,4419.15,491758905
28/07/2021,4400.64,533657992
27/07/2021,4401.46,531510830
26/07/2021,4422.3,497708180
23/07/2021,4411.79,443919175
22/07/2021,4367.48,457945741
21/07/2021,4358.69,558817185
20/07/2021,4323.06,692840006
19/07/2021,4258.49,724701580
16/07/2021,4327.16,587319408
15/07/2021,4360.03,514704177
14/07/2021,4374.3,526771628
13/07/2021,4369.21,447201119
12/07/2021,4384.63,480701619
09/07/2021,4369.55,517859179
08/07/2021,4320.82,562095212
07/07/2021,4358.13,518731259
06/07/2021,4343.54,579836362
02/07/2021,4352.34,433797296
01/07/2021,4319.94,491252688
30/06/2021,4297.5,586723611
29/06/2021,4291.8,464266876
28/06/2021,4290.61,534470535
25/06/2021,4280.7,1020842135
24/06/2021,4266.49,488899252
23/06/2021,4241.84,476502799
22/06/2021,4246.44,518151273
21/06/2021,4224.79,585617106
18/06/2021,4166.45,1602813284
17/06/2021,4221.86,692607231
16/06/2021,4223.7,608208040
15/06/2021,4246.59,496016796
14/06/2021,4255.15,502609179
11/06/2021,4247.44,466454827
10/06/2021,4239.18,514102430
09/06/2021,4219.55,490279644
08/06/2021,4227.26,582092984
07/06/2021,4226.52,467143647
04/06/2021,4229.89,465931759
03/06/2021,4192.85,560056029
02/06/2021,4208.12,552370467
01/06/2021,4202.04,556072392
28/05/2021,4204.11,583005905
27/05/2021,4200.88,1294689893
26/05/2021,4195.99,565352447
25/05/2021,4188.13,536415469
24/05/2021,4197.05,491196272
21/05/2021,4155.86,661555886
20/05/2021,4159.12,570286974
19/05/2021,4115.68,669726651
18/05/2021,4127.83,582592424
17/05/2021,4163.29,571758354
14/05/2021,4173.85,501702759
13/05/2021,4112.5,574425439
12/05/2021,4063.04,652754704
11/05/2021,4152.1,601429054
10/05/2021,4188.43,627898357
07/05/2021,4232.6,541938360
06/05/2021,4201.62,601702899
05/05/2021,4167.59,574161146
04/05/2021,4164.66,647398683
03/05/2021,4192.66,574622074
30/04/2021,4181.17,738271693
29/04/2021,4211.47,603848011
28/04/2021,4183.18,555786121
27/04/2021,4186.72,518563989
26/04/2021,4187.62,535480152
23/04/2021,4180.17,530028545
22/04/2021,4134.98,586661634
21/04/2021,4173.42,552948853
20/04/2021,4134.94,542835759
19/04/2021,4163.26,545994739
16/04/2021,4185.47,670059948
15/04/2021,4170.42,556701817
14/04/2021,4124.66,547124390
13/04/2021,4141.59,523803668
12/04/2021,4127.99,526549650
09/04/2021,4128.8,510310239
08/04/2021,4097.17,542499615
07/04/2021,4079.95,489011089
06/04/2021,4073.94,571848602
05/04/2021,4077.91,594159826
01/04/2021,4019.87,549284531
31/03/2021,3972.89,790771508
30/03/2021,3958.55,549283687
29/03/2021,3971.09,636567073
26/03/2021,3974.54,719734914
25/03/2021,3909.52,632391622
24/03/2021,3889.14,612118414
23/03/2021,3910.52,666674313
22/03/2021,3940.59,677313651
19/03/2021,3913.1,2323804160
18/03/2021,3915.46,700494694
17/03/2021,3974.12,652793730
16/03/2021,3962.71,606621337
15/03/2021,3968.94,599944987
12/03/2021,3943.34,590613509
11/03/2021,3939.34,633849717
10/03/2021,3898.81,670320910
09/03/2021,3875.44,709867490
08/03/2021,3821.35,756663265
05/03/2021,3841.94,829073409
04/03/2021,3768.47,851214121
03/03/2021,3819.72,684624424
02/03/2021,3870.29,633092916
01/03/2021,3901.82,633792527
26/02/2021,3811.15,961817673
25/02/2021,3829.34,712863893
24/02/2021,3925.43,697584269
23/02/2021,3881.37,755513123
22/02/2021,3876.5,692050940
19/02/2021,3906.71,665244935
18/02/2021,3913.97,520398470
17/02/2021,3931.33,542976243
16/02/2021,3932.59,593684504
12/02/2021,3934.83,458852302
11/02/2021,3916.38,586186522
10/02/2021,3909.88,559418199
09/02/2021,3911.23,485445853
08/02/2021,3915.59,573323029
05/02/2021,3886.83,537391393
04/02/2021,3871.74,611413717
03/02/2021,3830.17,617247578
02/02/2021,3826.31,647254387
01/02/2021,3773.86,630171700
29/01/2021,3714.24,1022917103
28/01/2021,3787.38,846769912
27/01/2021,3750.77,967706350
26/01/2021,3849.62,590568091
25/01/2021,3855.36,675231340
22/01/2021,3841.47,621450991
21/01/2021,3853.07,620776708
20/01/2021,3851.85,644495073
19/01/2021,3798.91,683059345
15/01/2021,3768.25,852165927
14/01/2021,3795.54,678176083
13/01/2021,3809.84,604769130
12/01/2021,3801.19,658562767
11/01/2021,3799.61,613612883
08/01/2021,3824.68,649780644
07/01/2021,3803.79,706082190
06/01/2021,3748.14,827613906
05/01/2021,3726.86,603798418
04/01/2021,3700.65,761648794
31/12/2020,3756.07,499581043
30/12/2020,3732.04,411831440
29/12/2020,3727.04,428879441
28/12/2020,3735.36,429214693
24/12/2020,3703.06,206543748
23/12/2020,3690.01,489952813
22/12/2020,3687.26,582735339
21/12/2020,3694.92,747465183
18/12/2020,3709.41,2134538109
17/12/2020,3722.48,601682490
16/12/2020,3701.17,626487729
15/12/2020,3694.62,631936206
14/12/2020,3647.49,702282276
11/12/2020,3663.46,568895511
10/12/2020,3668.1,623846059
09/12/2020,3672.82,698302625
08/12/2020,3702.25,548025837
07/12/2020,3691.96,584180795
04/12/2020,3699.12,598563920
03/12/2020,3666.72,614889288
02/12/2020,3669.01,601656668
01/12/2020,3662.45,639946513
30/11/2020,3621.63,1335387969
27/11/2020,3638.35,294230124
25/11/2020,3629.65,565389275
24/11/2020,3635.41,756429996
23/11/2020,3577.59,606117867
20/11/2020,3557.54,633570948
19/11/2020,3581.87,578426915
18/11/2020,3567.79,629084783
17/11/2020,3609.53,605174887
16/11/2020,3626.91,723504475
13/11/2020,3585.15,534057352
12/11/2020,3537.01,590952415
11/11/2020,3572.66,605452917
10/11/2020,3545.53,840924044
09/11/2020,3550.5,1190510480
06/11/2020,3509.44,537798226
05/11/2020,3510.45,611197626
04/11/2020,3443.44,734881227
03/11/2020,3369.16,577259081
02/11/2020,3310.24,637569959
30/10/2020,3269.96,845497980
29/10/2020,3310.11,659853363
28/10/2020,3271.03,774474596
27/10/2020,3390.68,559489256
26/10/2020,3400.97,587566793
23/10/2020,3465.39,492276706
22/10/2020,3453.49,550346615
21/10/2020,3435.56,517460300
20/10/2020,3443.12,492245323
19/10/2020,3426.92,574726743
16/10/2020,3483.81,611953287
15/10/2020,3483.34,491315877
14/10/2020,3488.67,511998911
13/10/2020,3511.93,550320575
12/10/2020,3534.22,582962262
09/10/2020,3477.13,566334825
08/10/2020,3446.83,512431318
07/10/2020,3419.45,537482963
06/10/2020,3360.95,621769280
05/10/2020,3408.63,551280001
02/10/2020,3348.44,585678771
01/10/2020,3380.8,587527756
30/09/2020,3363,776233965
29/09/2020,3335.47,455834230
28/09/2020,3351.6,592684570
25/09/2020,3298.46,545375720
24/09/2020,3246.59,596712630
23/09/2020,3236.92,683970004
22/09/2020,3315.57,662841236
21/09/2020,3281.06,864396886
18/09/2020,3319.47,1873495751
17/09/2020,3357.01,774823903
16/09/2020,3385.49,763615740
15/09/2020,3401.2,601889138
14/09/2020,3383.54,625988210
11/09/2020,3340.97,613821897
10/09/2020,3339.19,659201244
09/09/2020,3398.96,677126691
08/09/2020,3331.84,838806293
04/09/2020,3426.96,795277481
03/09/2020,3455.06,821258406
02/09/2020,3580.84,655400187
01/09/2020,3526.65,557623840
31/08/2020,3500.31,765493717
28/08/2020,3508.01,526053775
27/08/2020,3484.55,534303737
26/08/2020,3478.73,484306018
25/08/2020,3443.62,460443965
24/08/2020,3431.28,553925029
21/08/2020,3397.16,571644034
20/08/2020,3385.51,460783572
19/08/2020,3374.85,503452702
18/08/2020,3389.78,453925232
17/08/2020,3381.99,489813809
14/08/2020,3372.85,430449295
13/08/2020,3373.43,472249676
12/08/2020,3380.35,532752781
11/08/2020,3333.69,653971003
10/08/2020,3360.47,596039843
07/08/2020,3351.28,529715837
06/08/2020,3349.16,539314712
05/08/2020,3327.77,571356958
04/08/2020,3306.51,552035313
03/08/2020,3294.61,587010888
31/07/2020,3271.12,946651266
30/07/2020,3246.22,545268680
29/07/2020,3258.44,558845159
28/07/2020,3218.44,485107250
27/07/2020,3239.41,554595790
24/07/2020,3215.63,573324661
23/07/2020,3235.66,629465030
22/07/2020,3276.02,549796664
21/07/2020,3257.3,594082165
20/07/2020,3251.84,543165349
17/07/2020,3224.73,613258826
16/07/2020,3215.57,516392554
15/07/2020,3226.56,662385854
14/07/2020,3197.52,642171870
13/07/2020,3155.22,669535136
10/07/2020,3185.04,551891752
09/07/2020,3152.05,618475892
08/07/2020,3169.94,592628138
07/07/2020,3145.32,574607294
06/07/2020,3179.72,620412540
02/07/2020,3130.01,587877738
01/07/2020,3115.86,611490959
30/06/2020,3100.29,803385927
29/06/2020,3053.24,612981450
26/06/2020,3009.05,1537463295
25/06/2020,3083.76,661457084
24/06/2020,3050.33,788986760
23/06/2020,3131.29,708016503
22/06/2020,3117.86,709123735
19/06/2020,3097.74,2263049332
18/06/2020,3115.34,646183328
17/06/2020,3113.49,644978627
16/06/2020,3124.74,807726824
15/06/2020,3066.59,785779880
12/06/2020,3041.31,801367164
11/06/2020,3002.1,947088300
10/06/2020,3190.14,771297979
09/06/2020,3207.18,713443262
08/06/2020,3232.39,804790515
05/06/2020,3193.93,1015182134
04/06/2020,3112.35,784969099
03/06/2020,3122.87,664131047
02/06/2020,3080.82,638748969
01/06/2020,3055.73,539492642
29/05/2020,3044.31,1607090388
28/05/2020,3029.73,691715314
27/05/2020,3036.13,740053186
26/05/2020,2991.77,757844792
22/05/2020,2955.45,452308586
21/05/2020,2948.51,585595360
20/05/2020,2971.61,589509705
19/05/2020,2922.94,581011266
18/05/2020,2953.91,800533514
15/05/2020,2863.7,1024342720
14/05/2020,2852.5,706517143
13/05/2020,2820,761340552
12/05/2020,2870.12,595423642
11/05/2020,2930.32,595622531
08/05/2020,2929.8,566651754
07/05/2020,2881.19,618126081
06/05/2020,2848.42,596637737
05/05/2020,2868.44,613338394
04/05/2020,2842.74,650836137
01/05/2020,2830.71,657506857
30/04/2020,2912.43,1061916384
29/04/2020,2939.51,826374125
28/04/2020,2863.39,670940933
27/04/2020,2878.48,610804555
24/04/2020,2836.74,718657747
23/04/2020,2797.8,677686455
22/04/2020,2799.31,668873157
21/04/2020,2736.56,747021645
20/04/2020,2823.16,706781951
17/04/2020,2874.56,959584402
16/04/2020,2799.55,753452464
15/04/2020,2783.36,730687071
14/04/2020,2846.06,743625312
13/04/2020,2761.63,721112241
09/04/2020,2789.82,961378961
08/04/2020,2749.98,801026832
07/04/2020,2659.41,968741223
06/04/2020,2663.68,1042822119
03/04/2020,2488.65,925587154
02/04/2020,2526.9,894982891
01/04/2020,2470.5,909256993
31/03/2020,2584.59,1223385239
30/03/2020,2626.65,856128675
27/03/2020,2541.47,916669339
26/03/2020,2630.07,1102835603
25/03/2020,2475.56,1249729967
24/03/2020,2447.33,1217256349
23/03/2020,2237.4,1128845260
20/03/2020,2304.92,1712397273
19/03/2020,2409.39,1128760287
18/03/2020,2398.1,1313314132
17/03/2020,2529.19,1333782991
16/03/2020,2386.13,1340847421
13/03/2020,2711.02,1377727520
12/03/2020,2480.64,1432304966
11/03/2020,2741.38,1122243487
10/03/2020,2882.23,1159349137
09/03/2020,2746.56,1310723103
06/03/2020,2972.37,1069655941
05/03/2020,3023.94,910652768
04/03/2020,3130.12,852867217
03/03/2020,3003.37,1146478283
02/03/2020,3090.23,1125426198
28/02/2020,2954.22,1663860666
27/02/2020,2978.76,1135994401
26/02/2020,3116.39,836587088
25/02/2020,3128.21,890696494
24/02/2020,3225.89,791106187
21/02/2020,3337.75,680523110
20/02/2020,3373.23,539161801
19/02/2020,3386.15,469249670
18/02/2020,3370.29,543398456
14/02/2020,3380.16,476855596
13/02/2020,3373.94,515936017
12/02/2020,3379.45,535533382
11/02/2020,3357.75,471668588
10/02/2020,3352.09,488488621
07/02/2020,3327.71,507416780
06/02/2020,3345.78,553907100
05/02/2020,3334.69,608121958
04/02/2020,3297.59,591876110
03/02/2020,3248.92,598835776
31/01/2020,3225.52,875679107
30/01/2020,3283.66,578126695
29/01/2020,3273.4,540373645
28/01/2020,3276.24,528076616
27/01/2020,3243.63,605359533
24/01/2020,3295.47,558038749
23/01/2020,3325.54,575204996
22/01/2020,3321.75,525750950
21/01/2020,3320.79,643282954
17/01/2020,3329.62,718131260
16/01/2020,3316.81,506723004
15/01/2020,3289.29,498362684
14/01/2020,3283.15,557099156
13/01/2020,3288.13,487943076
10/01/2020,3265.35,453658958
09/01/2020,3274.7,505064644
08/01/2020,3253.05,542641238
07/01/2020,3237.18,499721948
06/01/2020,3246.28,575576705
03/01/2020,3234.85,509241848
02/01/2020,3257.85,517131498
31/12/2019,3230.78,431595893
30/12/2019,3221.29,344987511
27/12/2019,3240.02,335876636
26/12/2019,3239.91,316662796
24/12/2019,3223.38,170793796
23/12/2019,3224.01,467684564
20/12/2019,3221.22,1760995206
19/12/2019,3205.37,592606963
18/12/2019,3191.14,598958742
17/12/2019,3192.52,568033435
16/12/2019,3191.45,640194352
13/12/2019,3168.8,505261345
12/12/2019,3168.57,575875664
11/12/2019,3141.63,472523605
10/12/2019,3132.52,460145225
09/12/2019,3135.96,468488007
06/12/2019,3145.91,489116706
05/12/2019,3117.43,462499605
04/12/2019,3112.76,528372221
03/12/2019,3093.2,557374678
02/12/2019,3113.87,497591273
29/11/2019,3140.98,286602291
27/11/2019,3153.63,421853938
26/11/2019,3140.52,986041660
25/11/2019,3133.64,513728761
22/11/2019,3110.29,418027927
21/11/2019,3103.54,476836171
20/11/2019,3108.46,756408988
19/11/2019,3120.18,513153035
18/11/2019,3122.03,521730492
15/11/2019,3120.46,579104868
14/11/2019,3096.63,408390424
13/11/2019,3094.04,454607412
12/11/2019,3091.84,434953689
11/11/2019,3087.01,366044400
08/11/2019,3093.08,460757054
07/11/2019,3085.18,566117910
06/11/2019,3076.78,544288522
05/11/2019,3074.62,585634570
04/11/2019,3078.27,524848878
01/11/2019,3066.91,510301237
31/10/2019,3037.56,673060009
30/10/2019,3046.77,486270335
29/10/2019,3036.89,451403455
28/10/2019,3039.42,463026111
25/10/2019,3022.55,464691325
24/10/2019,3010.29,487778413
23/10/2019,3004.52,468175599
22/10/2019,2995.99,456454506
21/10/2019,3006.72,488376210
18/10/2019,2986.2,629007999
17/10/2019,2997.95,424674621
16/10/2019,2989.69,474187297
15/10/2019,2995.68,424302970
14/10/2019,2966.15,385116809
11/10/2019,2970.27,543535029
10/10/2019,2938.13,449257556
09/10/2019,2919.4,392191350
08/10/2019,2893.06,486681493
07/10/2019,2938.79,464173131
04/10/2019,2952.01,450077902
03/10/2019,2910.63,490037007
02/10/2019,2887.61,605438170
01/10/2019,2940.25,487737183
30/09/2019,2976.74,496904390
27/09/2019,2961.79,477747416
26/09/2019,2977.62,452508818
25/09/2019,2984.87,510070023
24/09/2019,2966.6,599469001
23/09/2019,2991.78,475428043
20/09/2019,2992.07,1610555637
19/09/2019,3006.79,466918496
18/09/2019,3006.73,506970627
17/09/2019,3005.7,478756144
16/09/2019,2997.96,503095882
13/09/2019,3007.39,491998481
12/09/2019,3009.57,556338228
11/09/2019,3000.93,523074343
10/09/2019,2979.39,575489940
09/09/2019,2978.43,537167489
06/09/2019,2978.71,445306999
05/09/2019,2976,535529513
04/09/2019,2937.78,449778606
03/09/2019,2906.27,489524393
30/08/2019,2926.46,532980531
29/08/2019,2924.58,421202599
28/08/2019,2887.94,442743559
27/08/2019,2869.16,558676392
26/08/2019,2878.38,463912564
23/08/2019,2847.11,700619550
22/08/2019,2922.95,430434567
21/08/2019,2924.43,399340157
20/08/2019,2900.51,451459948
19/08/2019,2923.65,497584853
16/08/2019,2888.68,591597576
15/08/2019,2847.6,585071376
14/08/2019,2840.6,692631694
13/08/2019,2926.32,563420961
12/08/2019,2883.75,399101617
09/08/2019,2918.65,500491414
08/08/2019,2938.09,653657391
07/08/2019,2883.98,633122957
06/08/2019,2881.77,588942375
05/08/2019,2844.74,766359274
02/08/2019,2932.05,580375737
01/08/2019,2953.56,675595461
31/07/2019,2980.38,818335560
30/07/2019,3013.18,445105355
29/07/2019,3020.97,439791578
26/07/2019,3025.86,467251910
25/07/2019,3003.67,535005428
24/07/2019,3019.56,511237434
23/07/2019,3005.47,442632985
22/07/2019,2985.03,454754463
19/07/2019,2976.61,542235630
18/07/2019,2995.11,462670449
17/07/2019,2984.42,450359991
16/07/2019,3004.04,429795268
15/07/2019,3014.3,443283504
12/07/2019,3013.77,422619276
11/07/2019,2999.91,433609504
10/07/2019,2993.07,428395107
09/07/2019,2979.63,430659676
08/07/2019,2975.95,439398597
05/07/2019,2990.41,357588829
03/07/2019,2995.82,326856578
02/07/2019,2973.01,434838341
01/07/2019,2964.33,527362600
28/06/2019,2941.76,1133181867
27/06/2019,2924.92,441949422
26/06/2019,2913.78,553477142
25/06/2019,2917.38,545010696
24/06/2019,2945.35,499305728
21/06/2019,2950.46,1423703583
20/06/2019,2954.18,576775899
19/06/2019,2926.46,527372080
18/06/2019,2917.75,514367010
17/06/2019,2889.67,426463784
14/06/2019,2886.98,433947868
13/06/2019,2891.64,438698518
12/06/2019,2879.84,410704592
11/06/2019,2885.72,579421044
10/06/2019,2886.73,484195735
07/06/2019,2873.34,483825470
06/06/2019,2843.49,539033231
05/06/2019,2826.15,544464440
04/06/2019,2803.27,597988580
03/06/2019,2744.45,679951656
31/05/2019,2752.06,591092195
30/05/2019,2788.86,411329242
29/05/2019,2783.02,539210768
28/05/2019,2802.39,947941654
24/05/2019,2826.06,399877052
23/05/2019,2822.24,577204331
22/05/2019,2856.27,432635196
21/05/2019,2864.36,475932198
20/05/2019,2840.23,510201802
17/05/2019,2859.53,566146621
16/05/2019,2876.32,502289680
15/05/2019,2850.96,486172172
14/05/2019,2834.41,522835289
13/05/2019,2811.87,638798515
10/05/2019,2881.4,529803868
09/05/2019,2870.72,544559863
08/05/2019,2879.42,525766104
07/05/2019,2884.05,632872756
06/05/2019,2932.47,499639973
03/05/2019,2945.64,499665800
02/05/2019,2917.52,532680924
01/05/2019,2923.73,566350765
30/04/2019,2945.83,676027330
29/04/2019,2943.03,477408598
26/04/2019,2939.88,541398134
25/04/2019,2926.17,538125643
24/04/2019,2927.25,526905767
23/04/2019,2933.68,536917942
22/04/2019,2907.97,448890622
18/04/2019,2905.03,608523857
17/04/2019,2900.45,587760797
16/04/2019,2907.06,495695074
15/04/2019,2905.58,457842508
12/04/2019,2907.41,505162651
11/04/2019,2888.32,415962882
10/04/2019,2888.21,401127827
09/04/2019,2878.2,448236943
08/04/2019,2895.77,468429129
05/04/2019,2892.74,472262239
04/04/2019,2879.39,444465997
03/04/2019,2873.4,597904878
02/04/2019,2867.24,473309122
01/04/2019,2867.19,528797169
29/03/2019,2834.4,670334840
28/03/2019,2815.44,453489392
27/03/2019,2805.37,514309265
26/03/2019,2818.46,530159646
25/03/2019,2798.36,503990217
22/03/2019,2800.71,662539137
21/03/2019,2854.88,611734555
20/03/2019,2824.23,624364081
19/03/2019,2832.57,682995030
18/03/2019,2832.94,608985247
15/03/2019,2822.48,1843388633
14/03/2019,2808.48,611507204
13/03/2019,2810.92,617202593
12/03/2019,2791.52,545868619
11/03/2019,2783.3,540516585
08/03/2019,2743.07,530754897
07/03/2019,2748.93,597309611
06/03/2019,2771.45,528877584
05/03/2019,2789.65,576038060
04/03/2019,2792.81,614371859
01/03/2019,2803.69,592428627
28/02/2019,2784.49,773425454
27/02/2019,2792.38,508288881
26/02/2019,2793.9,551675763
25/02/2019,2796.11,580394860
22/02/2019,2792.67,537341713
21/02/2019,2774.88,508676967
20/02/2019,2784.7,566166669
19/02/2019,2779.76,525966991
15/02/2019,2775.6,693907421
14/02/2019,2745.73,527102540
13/02/2019,2753.03,535815800
12/02/2019,2744.73,597474153
11/02/2019,2709.8,531360727
08/02/2019,2707.88,557587800
07/02/2019,2706.05,625969945
06/02/2019,2731.61,535718912
05/02/2019,2737.7,581522355
04/02/2019,2724.87,541958874
01/02/2019,2706.53,642280876
31/01/2019,2704.1,1024765207
30/01/2019,2681.05,616716233
29/01/2019,2640,519764046
28/01/2019,2643.85,580761672
25/01/2019,2664.76,639278903
24/01/2019,2642.33,627699787
23/01/2019,2638.7,574077880
22/01/2019,2632.9,737565240
18/01/2019,2670.71,784726681
17/01/2019,2635.96,625677718
16/01/2019,2616.1,608247678
15/01/2019,2610.3,597494178
14/01/2019,2582.61,601100760
11/01/2019,2596.26,543311944
10/01/2019,2596.64,625406371
09/01/2019,2584.96,629452157
08/01/2019,2574.41,662516953
07/01/2019,2549.69,692225816
04/01/2019,2531.94,774811375
03/01/2019,2447.89,762962293
02/01/2019,2510.03,637584225
31/12/2018,2506.85,627380977
28/12/2018,2485.74,600118855
27/12/2018,2488.83,754927749
26/12/2018,2467.7,785822352
24/12/2018,2351.1,492144152
21/12/2018,2416.62,2284643404
20/12/2018,2467.42,1047090893
19/12/2018,2506.96,932514446
18/12/2018,2546.16,763897033
17/12/2018,2545.94,819097979
14/12/2018,2599.95,705439559
13/12/2018,2650.54,620983881
12/12/2018,2651.07,671626902
11/12/2018,2636.78,600208705
10/12/2018,2637.72,684878106
07/12/2018,2633.08,733845511
06/12/2018,2695.95,915372571
04/12/2018,2700.06,851039439
03/12/2018,2790.37,744605200
30/11/2018,2760.17,1126155208
29/11/2018,2737.76,523646403
28/11/2018,2743.79,666839589
27/11/2018,2682.17,550959355
26/11/2018,2673.45,608988820
23/11/2018,2632.56,291401125
21/11/2018,2649.93,552735153
20/11/2018,2641.89,760763750
19/11/2018,2690.73,688894394
16/11/2018,2736.27,838188083
15/11/2018,2730.2,695330012
14/11/2018,2701.58,704285465
13/11/2018,2722.18,610281337
12/11/2018,2726.22,630070307
09/11/2018,2781.01,659956477
08/11/2018,2806.83,571440204
07/11/2018,2813.89,614189081
06/11/2018,2755.45,549022195
05/11/2018,2738.31,599359660
02/11/2018,2723.06,742531163
01/11/2018,2740.37,700345393
31/10/2018,2711.74,910799476
30/10/2018,2682.63,888192193
29/10/2018,2641.25,778263648
26/10/2018,2658.69,870121014
25/10/2018,2705.57,767958462
24/10/2018,2656.1,815395463
23/10/2018,2740.69,695059367
22/10/2018,2755.88,552132465
19/10/2018,2767.78,710204239
18/10/2018,2768.78,584156031
17/10/2018,2809.21,559161877
16/10/2018,2809.92,545449049
15/10/2018,2750.79,554540805
12/10/2018,2767.13,726620973
11/10/2018,2728.37,885777014
10/10/2018,2785.68,777965581
09/10/2018,2880.34,534942622
08/10/2018,2884.43,546183422
05/10/2018,2885.57,564482798
04/10/2018,2901.61,537540104
03/10/2018,2925.51,557311899
02/10/2018,2923.43,536960154
01/10/2018,2924.59,543444751
28/09/2018,2913.98,651863125
27/09/2018,2914,496255888
26/09/2018,2905.97,572437760
25/09/2018,2915.56,559592014
24/09/2018,2919.37,578856027
21/09/2018,2929.67,1951071826
20/09/2018,2930.75,556556350
19/09/2018,2907.95,511855979
18/09/2018,2904.31,491829918
17/09/2018,2888.8,491583103
14/09/2018,2904.98,474830043
13/09/2018,2904.18,534354319
12/09/2018,2888.92,526533847
11/09/2018,2887.89,475957241
10/09/2018,2877.13,488437300
07/09/2018,2871.68,519383132
06/09/2018,2878.05,531748072
05/09/2018,2888.6,611398534
04/09/2018,2896.72,521852577
31/08/2018,2901.52,582307208
30/08/2018,2901.13,413676220
29/08/2018,2914.04,443529402
28/08/2018,2897.52,440029290
27/08/2018,2896.74,529573896
24/08/2018,2874.69,425807430
23/08/2018,2856.98,422539624
22/08/2018,2861.82,367247470
21/08/2018,2862.96,482188632
20/08/2018,2857.05,418866315
17/08/2018,2850.13,532721403
16/08/2018,2840.69,481917530
15/08/2018,2818.37,527499036
14/08/2018,2839.96,428267004
13/08/2018,2821.93,465078647
10/08/2018,2833.28,486996445
09/08/2018,2853.58,404265134
08/08/2018,2857.7,391622417
07/08/2018,2858.45,455622223
06/08/2018,2850.4,445464088
03/08/2018,2840.35,472003466
02/08/2018,2827.22,508759615
01/08/2018,2813.36,553483656
31/07/2018,2816.29,722981432
30/07/2018,2802.6,533145063
27/07/2018,2818.82,552498969
26/07/2018,2837.44,633260051
25/07/2018,2846.07,574458891
24/07/2018,2820.4,525043921
23/07/2018,2806.98,464098605
20/07/2018,2801.83,594490837
19/07/2018,2804.49,507386674
18/07/2018,2815.62,484911980
17/07/2018,2809.55,479778207
16/07/2018,2798.43,498361704
13/07/2018,2801.31,455567199
12/07/2018,2798.29,495510739
11/07/2018,2774.02,465278684
10/07/2018,2793.84,454090893
09/07/2018,2784.17,486476601
06/07/2018,2759.82,464756530
05/07/2018,2736.61,516237825
03/07/2018,2713.22,336033497
02/07/2018,2726.71,499463623
29/06/2018,2718.37,685339788
28/06/2018,2716.31,539355304
27/06/2018,2699.63,588772325
26/06/2018,2723.06,586084338
25/06/2018,2717.07,662570301
22/06/2018,2754.88,1089844942
21/06/2018,2749.76,544044909
20/06/2018,2767.32,549065443
19/06/2018,2762.59,644709135
18/06/2018,2773.75,577861779
15/06/2018,2779.66,1643960032
14/06/2018,2782.49,637381752
13/06/2018,2775.63,665465872
12/06/2018,2786.85,543375429
11/06/2018,2782,510492020
08/06/2018,2779.03,511059826
07/06/2018,2770.37,555821062
06/06/2018,2772.35,595241297
05/06/2018,2748.8,548168879
04/06/2018,2746.87,530474873
01/06/2018,2734.62,530951969
31/05/2018,2705.27,1013818538
30/05/2018,2724.01,536948168
29/05/2018,2689.86,638176489
25/05/2018,2721.33,445367188
24/05/2018,2727.76,516422428
23/05/2018,2733.29,544285247
22/05/2018,2724.44,503365316
21/05/2018,2733.01,475744489
18/05/2018,2712.97,574145236
17/05/2018,2720.13,459139071
16/05/2018,2722.46,488057147
15/05/2018,2711.45,549760430
14/05/2018,2730.13,506100042
11/05/2018,2727.72,501534717
10/05/2018,2723.07,480887389
09/05/2018,2697.79,539050531
08/05/2018,2671.92,572252093
07/05/2018,2672.63,503527729
04/05/2018,2663.42,507718299
03/05/2018,2629.73,599374734
02/05/2018,2635.67,609574830
01/05/2018,2654.8,557716845
30/04/2018,2648.05,694642615
27/04/2018,2669.91,519061816
26/04/2018,2666.94,628367336
25/04/2018,2639.4,558914899
24/04/2018,2634.56,626587531
23/04/2018,2670.29,516444628
20/04/2018,2670.14,705811880
19/04/2018,2693.13,529131090
18/04/2018,2708.64,493300875
17/04/2018,2706.39,496520330
16/04/2018,2677.84,510374993
13/04/2018,2656.3,489340304
12/04/2018,2663.99,514725665
11/04/2018,2642.19,472679683
