Date,PX_LAST,Change,% Change,PX_OPEN,Change,% Change,PX_HIGH,Change,% Change,PX_LOW,Change,% Change
04/02/2025,11.17,-1.02,-8.367514356,11.43,-0.76,-6.23461854,11.49,-0.7,-5.742411813,10.31,-1.88,-15.42247744
03/02/2025,12.19,3.85,46.16306954,12.17,3.83,45.92326139,19.71,11.37,136.3309353,7.21,-1.13,-13.54916067
31/01/2025,8.34,1.87,28.90262751,6.24,-0.23,-3.554868624,9.43,2.96,45.7496136,5.85,-0.62,-9.582689335
30/01/2025,6.47,0.02,0.310077519,7.13,0.68,10.54263566,8.09,1.64,25.42635659,5.39,-1.06,-16.43410853
29/01/2025,6.45,-1.52,-19.07151819,8.31,0.34,4.265997491,9.1,1.13,14.17816813,6.19,-1.78,-22.33375157
28/01/2025,7.97,-0.85,-9.637188209,9.41,0.59,6.689342404,11.02,2.2,24.94331066,7.46,-1.36,-15.41950113
27/01/2025,8.82,1.18,15.44502618,11.99,4.35,56.93717277,11.99,4.35,56.93717277,7.79,0.15,1.963350785
24/01/2025,7.64,-0.29,-3.656998739,7.45,-0.48,-6.05296343,7.93,0,0,7.2,-0.73,-9.20554855
23/01/2025,7.93,-0.26,-3.174603175,7.91,-0.28,-3.418803419,8.24,0.05,0.610500611,7.6,-0.59,-7.203907204
22/01/2025,8.19,-0.82,-9.10099889,9.58,0.57,6.326304107,9.58,0.57,6.326304107,7.91,-1.1,-12.20865705
21/01/2025,9.01,-2.33,-20.54673721,11.03,-0.31,-2.733686067,11.41,0.07,0.617283951,8.79,-2.55,-22.48677249
17/01/2025,11.34,-1.01,-8.178137652,11.14,-1.21,-9.79757085,11.86,-0.49,-3.967611336,10.83,-1.52,-12.30769231
16/01/2025,12.35,0.32,2.660016625,12.12,0.09,0.748129676,12.49,0.46,3.823773899,11.28,-0.75,-6.234413965
15/01/2025,12.03,-4.73,-28.22195704,13.54,-3.22,-19.2124105,14.28,-2.48,-14.79713604,11.9,-4.86,-28.99761337
14/01/2025,16.76,0.18,1.085645356,16.3,-0.28,-1.688781665,18.67,2.09,12.60554885,15.43,-1.15,-6.936067551
13/01/2025,16.58,-0.28,-1.660735469,18.69,1.83,10.85409253,19.01,2.15,12.75207592,16.37,-0.49,-2.90628707
10/01/2025,16.86,2.71,19.15194346,16.06,1.91,13.49823322,17.65,3.5,24.73498233,14.85,0.7,4.946996466
08/01/2025,14.15,0.82,6.151537884,15.25,1.92,14.4036009,17.02,3.69,27.68192048,13.46,0.13,0.975243811
07/01/2025,13.33,4.48,50.62146893,8.51,-0.34,-3.84180791,15.18,6.33,71.52542373,8.44,-0.41,-4.632768362
06/01/2025,8.85,-2.63,-22.90940767,10.33,-1.15,-10.0174216,10.33,-1.15,-10.0174216,8.56,-2.92,-25.43554007
03/01/2025,11.48,-3.59,-23.82216324,13.6,-1.47,-9.754479098,13.87,-1.2,-7.96284008,11.08,-3.99,-26.47644326
02/01/2025,15.07,0.87,6.126760563,13.21,-0.99,-6.971830986,17.51,3.31,23.30985915,12.83,-1.37,-9.647887324
31/12/2024,14.2,-0.36,-2.472527473,13.16,-1.4,-9.615384615,16.07,1.51,10.37087912,13.08,-1.48,-10.16483516
30/12/2024,14.56,2.72,22.97297297,14.74,2.9,24.49324324,16.21,4.37,36.90878378,12.59,0.75,6.334459459
27/12/2024,11.84,2.43,25.82359192,11.15,1.74,18.49096706,15.44,6.03,64.08076514,11.06,1.65,17.53453773
26/12/2024,9.41,-0.99,-9.519230769,10.4,0,0,11.58,1.18,11.34615385,8.62,-1.78,-17.11538462
24/12/2024,10.4,-5.13,-33.03283967,15.22,-0.31,-1.99613651,15.3,-0.23,-1.481004507,9.96,-5.57,-35.86606568
23/12/2024,15.53,-3.71,-19.28274428,17.2,-2.04,-10.6029106,21.52,2.28,11.85031185,15.33,-3.91,-20.32224532
20/12/2024,19.24,-4.08,-17.49571184,23.23,-0.09,-0.38593482,24.2,0.88,3.773584906,15.49,-7.83,-33.57632933
19/12/2024,23.32,-4.5,-16.17541337,18.79,-9.03,-32.45866283,24.1,-3.72,-13.37167505,18.04,-9.78,-35.15456506
18/12/2024,27.82,18.08,185.6262834,9.89,0.15,1.540041068,30.14,20.4,209.4455852,5.49,-4.25,-43.63449692
17/12/2024,9.74,1.28,15.13002364,9.59,1.13,13.356974,9.94,1.48,17.49408983,8.46,0,0
16/12/2024,8.46,0.29,3.549571603,8.83,0.66,8.078335373,8.83,0.66,8.078335373,7.74,-0.43,-5.263157895
13/12/2024,8.17,-0.99,-10.80786026,7.76,-1.4,-15.28384279,9.38,0.22,2.401746725,7.49,-1.67,-18.23144105
12/12/2024,9.16,0.92,11.16504854,7.9,-0.34,-4.126213592,9.16,0.92,11.16504854,7.61,-0.63,-7.645631068
11/12/2024,8.24,-1.7,-17.10261569,8.9,-1.04,-10.46277666,9.04,-0.9,-9.054325956,8.06,-1.88,-18.91348089
10/12/2024,9.94,-0.13,-1.290963257,10.19,0.12,1.191658391,10.81,0.74,7.348560079,9.39,-0.68,-6.752730884
09/12/2024,10.07,1.8,21.76541717,10.22,1.95,23.57920193,10.22,1.95,23.57920193,8.33,0.06,0.725513906
06/12/2024,8.27,-1.98,-19.31707317,8.75,-1.5,-14.63414634,9.52,-0.73,-7.12195122,8.12,-2.13,-20.7804878
05/12/2024,10.25,-0.54,-5.00463392,10.32,-0.47,-4.355885079,10.69,-0.1,-0.926784059,9.57,-1.22,-11.30676552
04/12/2024,10.79,-0.26,-2.352941176,10.84,-0.21,-1.900452489,11.68,0.63,5.701357466,10.51,-0.54,-4.886877828
03/12/2024,11.05,0.32,2.982292637,11.44,0.71,6.616961789,12.2,1.47,13.6999068,10.63,-0.1,-0.931966449
02/12/2024,10.73,-0.52,-4.622222222,12.23,0.98,8.711111111,12.43,1.18,10.48888889,10.73,-0.52,-4.622222222
29/11/2024,11.25,-2.06,-15.4770849,12.12,-1.19,-8.940646131,12.42,-0.89,-6.686701728,10.89,-2.42,-18.18181818
27/11/2024,13.31,0.94,7.599029911,12.96,0.59,4.76960388,15.03,2.66,21.50363783,12.63,0.26,2.101859337
26/11/2024,12.37,0.23,1.894563427,12.21,0.07,0.57660626,12.74,0.6,4.942339374,11.84,-0.3,-2.471169687
25/11/2024,12.14,-0.97,-7.398932113,14.54,1.43,10.90770404,15.06,1.95,14.87414188,11.92,-1.19,-9.077040427
22/11/2024,13.11,-3.3,-20.10968921,15.43,-0.98,-5.971968312,16.14,-0.27,-1.645338208,12.96,-3.45,-21.023766
21/11/2024,16.41,2.4,17.13062099,14.97,0.96,6.852248394,19.04,5.03,35.90292648,14.18,0.17,1.213418986
20/11/2024,14.01,0.54,4.008908686,13.63,0.16,1.187824796,17.17,3.7,27.4684484,13.43,-0.04,-0.296956199
19/11/2024,13.47,1.35,11.13861386,14.76,2.64,21.78217822,15.27,3.15,25.99009901,12.5,0.38,3.135313531
18/11/2024,12.12,1.58,14.99051233,13.9,3.36,31.87855787,14.15,3.61,34.25047438,11.03,0.49,4.648956357
15/11/2024,10.54,1.44,15.82417582,9.7,0.6,6.593406593,13.33,4.23,46.48351648,9.31,0.21,2.307692308
14/11/2024,9.1,0.27,3.057757644,8.48,-0.35,-3.963759909,9.29,0.46,5.209513024,7.84,-0.99,-11.21177803
13/11/2024,8.83,-1.13,-11.34538153,9.77,-0.19,-1.907630522,10.12,0.16,1.606425703,8.48,-1.48,-14.85943775
12/11/2024,9.96,-0.89,-8.202764977,11.5,0.65,5.99078341,11.64,0.79,7.281105991,9.78,-1.07,-9.861751152
11/11/2024,10.85,-0.79,-6.786941581,14.69,3.05,26.20274914,14.69,3.05,26.20274914,10.74,-0.9,-7.731958763
08/11/2024,11.64,-1.12,-8.777429467,11.64,-1.12,-8.777429467,12.49,-0.27,-2.115987461,11.44,-1.32,-10.34482759
07/11/2024,12.76,-0.98,-7.132459971,12.57,-1.17,-8.515283843,13.97,0.23,1.673944687,12.24,-1.5,-10.91703057
06/11/2024,13.74,-8.09,-37.05909299,12.18,-9.65,-44.20522217,16.71,-5.12,-23.45396244,12.12,-9.71,-44.48007329
05/11/2024,21.83,-3.53,-13.91955836,25.18,-0.18,-0.70977918,25.18,-0.18,-0.70977918,21.83,-3.53,-13.91955836
04/11/2024,25.36,0.31,1.23752495,31.39,6.34,25.30938124,31.39,6.34,25.30938124,24.71,-0.34,-1.357285429
01/11/2024,25.05,2.87,12.93958521,22.28,0.1,0.450856628,25.91,3.73,16.81695221,21.84,-0.34,-1.532912534
31/10/2024,22.18,5.61,33.85636693,21.41,4.84,29.2094146,23.84,7.27,43.87447194,20.02,3.45,20.82076041
30/10/2024,16.57,2.74,19.81200289,15.8,1.97,14.24439624,16.72,2.89,20.89660159,14.99,1.16,8.387563268
29/10/2024,13.83,-0.77,-5.273972603,15.64,1.04,7.123287671,16.17,1.57,10.75342466,13.66,-0.94,-6.438356164
28/10/2024,14.6,-0.48,-3.183023873,15.45,0.37,2.453580902,15.45,0.37,2.453580902,13.01,-2.07,-13.72679045
25/10/2024,15.08,1.85,13.98337113,12.16,-1.07,-8.087679516,15.8,2.57,19.425548,11.97,-1.26,-9.523809524
24/10/2024,13.23,-0.71,-5.093256815,13.38,-0.56,-4.017216643,15.79,1.85,13.27116212,12.98,-0.96,-6.886657102
23/10/2024,13.94,1.53,12.32876712,12.66,0.25,2.014504432,16.25,3.84,30.94278807,12.57,0.16,1.289282836
22/10/2024,12.41,0.26,2.139917695,14.1,1.95,16.04938272,14.36,2.21,18.18930041,11.96,-0.19,-1.563786008
21/10/2024,12.15,-0.79,-6.105100464,13.63,0.69,5.332302937,13.88,0.94,7.264296754,12.15,-0.79,-6.105100464
18/10/2024,12.94,-0.45,-3.360716953,13.44,0.05,0.373412995,13.79,0.4,2.987303958,12.65,-0.74,-5.526512323
17/10/2024,13.39,-2.38,-15.09194673,15.06,-0.71,-4.502219404,15.45,-0.32,-2.029169309,13.39,-2.38,-15.09194673
16/10/2024,15.77,-1.57,-9.054209919,17.47,0.13,0.749711649,17.9,0.56,3.229527105,15.68,-1.66,-9.573241061
15/10/2024,17.34,0.69,4.144144144,16.83,0.18,1.081081081,17.9,1.25,7.507507508,16.34,-0.31,-1.861861862
14/10/2024,16.65,-0.31,-1.827830189,19.6,2.64,15.56603774,19.6,2.64,15.56603774,16.62,-0.34,-2.004716981
11/10/2024,16.96,0.04,0.236406619,16.84,-0.08,-0.472813239,17.37,0.45,2.659574468,16.23,-0.69,-4.078014184
10/10/2024,16.92,-0.68,-3.863636364,17.5,-0.1,-0.568181818,17.89,0.29,1.647727273,16.28,-1.32,-7.5
09/10/2024,17.6,-1.01,-5.427189683,18.46,-0.15,-0.80601827,18.83,0.22,1.182160129,17.26,-1.35,-7.254164428
08/10/2024,18.61,-1.84,-8.997555012,19.22,-1.23,-6.014669927,20.19,-0.26,-1.271393643,18.01,-2.44,-11.93154034
07/10/2024,20.45,9.21,81.93950178,23.51,12.27,109.1637011,23.55,12.31,109.519573,18.2,6.96,61.92170819
04/10/2024,11.24,-3.31,-22.74914089,12.05,-2.5,-17.18213058,13.6,-0.95,-6.529209622,10.55,-4,-27.49140893
03/10/2024,14.55,0.7,5.054151625,14.37,0.52,3.754512635,16.02,2.17,15.66787004,12.89,-0.96,-6.931407942
02/10/2024,13.85,-0.83,-5.653950954,15.91,1.23,8.378746594,17.68,3,20.4359673,13.85,-0.83,-5.653950954
01/10/2024,14.68,3.76,34.43223443,11.38,0.46,4.212454212,16.48,5.56,50.91575092,10.95,0.03,0.274725275
30/09/2024,10.92,-1.44,-11.65048544,13.64,1.28,10.35598706,13.64,1.28,10.35598706,10.35,-2.01,-16.26213592
27/09/2024,12.36,1.54,14.23290203,10.06,-0.76,-7.024029575,12.36,1.54,14.23290203,9.76,-1.06,-9.796672828
26/09/2024,10.82,-1.4,-11.45662848,10.83,-1.39,-11.37479542,12.09,-0.13,-1.063829787,10.68,-1.54,-12.60229133
25/09/2024,12.22,-0.25,-2.004811548,12.19,-0.28,-2.245388933,13.06,0.59,4.731355253,11.75,-0.72,-5.773857257
24/09/2024,12.47,-1.94,-13.462873,14.24,-0.17,-1.179736294,15.73,1.32,9.160305344,12.06,-2.35,-16.30811936
23/09/2024,14.41,-0.99,-6.428571429,17.16,1.76,11.42857143,17.16,1.76,11.42857143,14.04,-1.36,-8.831168831
20/09/2024,15.4,-0.52,-3.266331658,15.4,-0.52,-3.266331658,16.6,0.68,4.271356784,14.66,-1.26,-7.914572864
19/09/2024,15.92,-4.45,-21.84585174,15.8,-4.57,-22.43495336,17.84,-2.53,-12.42022582,15.29,-5.08,-24.93863525
18/09/2024,20.37,1.3,6.816990037,20.81,1.74,9.124278972,36.79,17.72,92.92081804,1.64,-17.43,-91.40010488
17/09/2024,19.07,0.76,4.150737302,18.48,0.17,0.928454397,20.06,1.75,9.557618788,17.56,-0.75,-4.096122338
16/09/2024,18.31,0.76,4.33048433,22.24,4.69,26.72364672,22.24,4.69,26.72364672,17.57,0.02,0.113960114
13/09/2024,17.55,-1.03,-5.543595264,18.41,-0.17,-0.914962325,18.87,0.29,1.560818084,16.84,-1.74,-9.364908504
12/09/2024,18.58,-2.67,-12.56470588,21.5,0.25,1.176470588,22.42,1.17,5.505882353,17.81,-3.44,-16.18823529
11/09/2024,21.25,-4.18,-16.4372788,24.84,-0.59,-2.320094377,30.27,4.84,19.03263862,20.71,-4.72,-18.56075501
10/09/2024,25.43,0,0,24.93,-0.5,-1.966181675,30.19,4.76,18.71804955,24.71,-0.72,-2.831301612
09/09/2024,25.43,-3.86,-13.17855924,31.52,2.23,7.613519973,31.52,2.23,7.613519973,23.78,-5.51,-18.81188119
06/09/2024,29.29,5.47,22.96389589,21.11,-2.71,-11.37699412,31.63,7.81,32.78757347,20.94,-2.88,-12.0906801
05/09/2024,23.82,-2.49,-9.464082098,25.31,-1,-3.800836184,27.42,1.11,4.218928164,22.14,-4.17,-15.84948689
04/09/2024,26.31,3.9,17.40294511,25.96,3.55,15.84114235,28.28,5.87,26.19366354,21.92,-0.49,-2.186523873
03/09/2024,22.41,8.68,63.21922797,19.65,5.92,43.11726147,26.14,12.41,90.38601602,16.34,2.61,19.00946832
30/08/2024,13.73,-0.41,-2.899575672,12.85,-1.29,-9.123055163,15.44,1.3,9.193776521,12.39,-1.75,-12.37623762
29/08/2024,14.14,2.57,22.21261884,14.11,2.54,21.95332757,15.86,4.29,37.07865169,13.17,1.6,13.82886776
28/08/2024,11.57,2.96,34.3786295,8.99,0.38,4.413472706,12.85,4.24,49.24506388,8.69,0.08,0.929152149
27/08/2024,8.61,-0.15,-1.712328767,9.88,1.12,12.78538813,10.61,1.85,21.11872146,8.43,-0.33,-3.767123288
26/08/2024,8.76,-0.73,-7.692307692,10.42,0.93,9.799789252,10.46,0.97,10.22128556,8.49,-1,-10.5374078
23/08/2024,9.49,-2.65,-21.82866557,10.96,-1.18,-9.719934102,12.3,0.16,1.317957166,8.86,-3.28,-27.01812191
22/08/2024,12.14,-0.42,-3.343949045,11.13,-1.43,-11.38535032,14.17,1.61,12.81847134,11.03,-1.53,-12.18152866
21/08/2024,12.56,0.81,6.893617021,12.34,0.59,5.021276596,14.31,2.56,21.78723404,11.73,-0.02,-0.170212766
20/08/2024,11.75,0.89,8.195211786,11.54,0.68,6.261510129,11.96,1.1,10.12891344,10.54,-0.32,-2.946593002
19/08/2024,10.86,0.24,2.259887006,14.35,3.73,35.12241055,14.35,3.73,35.12241055,10.3,-0.32,-3.013182674
16/08/2024,10.62,-1.6,-13.09328969,12.65,0.43,3.518821604,12.7,0.48,3.927986907,10.39,-1.83,-14.97545008
15/08/2024,12.22,-2.11,-14.7243545,12.52,-1.81,-12.63084438,15.03,0.7,4.884856943,12.18,-2.15,-15.00348918
14/08/2024,14.33,-4.21,-22.70765912,16.6,-1.94,-10.46386192,17.28,-1.26,-6.796116505,14.08,-4.46,-24.05609493
13/08/2024,18.54,-4.76,-20.42918455,21.31,-1.99,-8.540772532,22.37,-0.93,-3.991416309,18.2,-5.1,-21.88841202
12/08/2024,23.3,0.58,2.552816901,29.45,6.73,29.62147887,29.45,6.73,29.62147887,20.14,-2.58,-11.3556338
09/08/2024,22.72,-5.22,-18.68289191,27.58,-0.36,-1.288475304,29.32,1.38,4.939155333,22.32,-5.62,-20.11453114
08/08/2024,27.94,-4.35,-13.47166305,27.81,-4.48,-13.87426448,31.84,-0.45,-1.393620316,26.81,-5.48,-16.97119851
07/08/2024,32.29,0.07,0.217256363,25.09,-7.13,-22.12911235,36.96,4.74,14.7113594,24.23,-7.99,-24.79826195
06/08/2024,32.22,-7.4,-18.67743564,32.86,-6.76,-17.06208985,34.48,-5.14,-12.97324584,25.92,-13.7,-34.57849571
05/08/2024,39.62,17.77,81.32723112,76.91,55.06,251.9908467,76.91,55.06,251.9908467,22.87,1.02,4.66819222
02/08/2024,21.85,6.15,39.17197452,22.09,6.39,40.70063694,27.78,12.08,76.94267516,19.36,3.66,23.31210191
01/08/2024,15.7,3.8,31.93277311,12.35,0.45,3.781512605,17.59,5.69,47.81512605,11.59,-0.31,-2.605042017
31/07/2024,11.9,-2.12,-15.12125535,12.82,-1.2,-8.559201141,13.38,-0.64,-4.564907275,10.98,-3.04,-21.68330956
30/07/2024,14.02,2.51,21.80712424,11.76,0.25,2.172024327,14.96,3.45,29.97393571,11.56,0.05,0.434404865
29/07/2024,11.51,-0.26,-2.209005947,13.22,1.45,12.31945624,13.22,1.45,12.31945624,10.78,-0.99,-8.411214953
26/07/2024,11.77,-4.15,-26.0678392,13.2,-2.72,-17.08542714,13.61,-2.31,-14.51005025,11.77,-4.15,-26.0678392
25/07/2024,15.92,0.68,4.461942257,15.24,0,0,16.95,1.71,11.22047244,12.64,-2.6,-17.06036745
24/07/2024,15.24,6.04,65.65217391,11.97,2.77,30.10869565,16.27,7.07,76.84782609,11.85,2.65,28.80434783
23/07/2024,9.2,0.55,6.358381503,9.03,0.38,4.393063584,9.45,0.8,9.248554913,8.62,-0.03,-0.346820809
22/07/2024,8.65,-1.4,-13.93034826,10.69,0.64,6.368159204,10.69,0.64,6.368159204,8.46,-1.59,-15.82089552
19/07/2024,10.05,1.58,18.6540732,9.29,0.82,9.681227863,11.07,2.6,30.69657615,8.66,0.19,2.243211334
18/07/2024,8.47,1.41,19.97167139,6.88,-0.18,-2.549575071,9.4,2.34,33.14447592,6.6,-0.46,-6.515580737
17/07/2024,7.06,1.61,29.5412844,6.66,1.21,22.20183486,7.63,2.18,40,6.06,0.61,11.19266055
16/07/2024,5.45,0.64,13.30561331,4.72,-0.09,-1.871101871,5.57,0.76,15.8004158,4.66,-0.15,-3.118503119
15/07/2024,4.81,1.88,64.16382253,4.77,1.84,62.79863481,5.02,2.09,71.33105802,3.68,0.75,25.59726962
12/07/2024,2.93,-0.94,-24.28940568,3.34,-0.53,-13.69509044,3.4,-0.47,-12.14470284,2.84,-1.03,-26.61498708
11/07/2024,3.87,-0.25,-6.067961165,3.57,-0.55,-13.34951456,4.72,0.6,14.5631068,3.41,-0.71,-17.23300971
10/07/2024,4.12,0.09,2.23325062,3.92,-0.11,-2.729528536,4.15,0.12,2.977667494,3.63,-0.4,-9.925558313
09/07/2024,4.03,0.21,5.497382199,3.86,0.04,1.047120419,4.44,0.62,16.23036649,3.58,-0.24,-6.282722513
08/07/2024,3.82,-0.24,-5.911330049,4.12,0.06,1.477832512,4.12,0.06,1.477832512,3.61,-0.45,-11.08374384
05/07/2024,4.06,-0.4,-8.968609865,4.11,-0.35,-7.847533632,4.24,-0.22,-4.932735426,3.48,-0.98,-21.97309417
03/07/2024,4.46,-0.51,-10.26156942,4.93,-0.04,-0.804828974,5.12,0.15,3.018108652,4.42,-0.55,-11.06639839
02/07/2024,4.97,-0.16,-3.118908382,5.76,0.63,12.28070175,5.76,0.63,12.28070175,4.7,-0.43,-8.382066277
01/07/2024,5.13,-0.46,-8.228980322,6.71,1.12,20.03577818,7.19,1.6,28.62254025,4.85,-0.74,-13.23792487
28/06/2024,5.59,-0.29,-4.931972789,5.83,-0.05,-0.850340136,6.59,0.71,12.07482993,5.24,-0.64,-10.88435374
27/06/2024,5.88,-0.95,-13.90922401,6.6,-0.23,-3.36749634,7.14,0.31,4.538799414,5.8,-1.03,-15.08052709
26/06/2024,6.83,-1.13,-14.1959799,8.67,0.71,8.91959799,8.67,0.71,8.91959799,6.43,-1.53,-19.22110553
25/06/2024,7.96,-0.52,-6.132075472,8.09,-0.39,-4.599056604,9.21,0.73,8.608490566,7.72,-0.76,-8.962264151
24/06/2024,8.48,0.56,7.070707071,9.99,2.07,26.13636364,9.99,2.07,26.13636364,7.71,-0.21,-2.651515152
21/06/2024,7.92,-0.7,-8.120649652,9.43,0.81,9.39675174,9.57,0.95,11.02088167,7.74,-0.88,-10.20881671
20/06/2024,8.62,-0.09,-1.033295063,8.05,-0.66,-7.57749713,10,1.29,14.81056257,7.34,-1.37,-15.72904707
18/06/2024,8.71,-0.61,-6.545064378,8.74,-0.58,-6.223175966,9.94,0.62,6.652360515,8.26,-1.06,-11.37339056
17/06/2024,9.32,-0.09,-0.95642933,10.42,1.01,10.73326249,10.88,1.47,15.62167906,8.08,-1.33,-14.13390011
14/06/2024,9.41,0.52,5.849268841,10.45,1.56,17.54780652,10.53,1.64,18.44769404,8.67,-0.22,-2.474690664
13/06/2024,8.89,-2.02,-18.51512374,10.25,-0.66,-6.049495875,11.2,0.29,2.658111824,8.79,-2.12,-19.43171402
12/06/2024,10.91,-4.22,-27.89160608,13.59,-1.54,-10.1784534,14.09,-1.04,-6.87376074,10.47,-4.66,-30.79973562
11/06/2024,15.13,0.88,6.175438596,16,1.75,12.28070175,17.32,3.07,21.54385965,15.06,0.81,5.684210526
10/06/2024,14.25,2.69,23.26989619,13.26,1.7,14.70588235,14.29,2.73,23.61591696,13.02,1.46,12.62975779
07/06/2024,11.56,-0.5,-4.145936982,12.58,0.52,4.311774461,12.74,0.68,5.638474295,11,-1.06,-8.789386401
06/06/2024,12.06,-0.88,-6.800618238,12.4,-0.54,-4.173106646,14.05,1.11,8.57805255,11.39,-1.55,-11.97836167
05/06/2024,12.94,-2.66,-17.05128205,14.72,-0.88,-5.641025641,16.23,0.63,4.038461538,12.79,-2.81,-18.01282051
04/06/2024,15.6,1.68,12.06896552,15.43,1.51,10.84770115,17.55,3.63,26.07758621,14.68,0.76,5.459770115
03/06/2024,13.92,1.33,10.56393963,16.94,4.35,34.55123114,16.94,4.35,34.55123114,12.72,0.13,1.032565528
31/05/2024,12.59,-3.12,-19.85996181,14.08,-1.63,-10.37555697,17.49,1.78,11.33036283,12.33,-3.38,-21.51495863
30/05/2024,15.71,0.47,3.083989501,14.84,-0.4,-2.624671916,16.91,1.67,10.95800525,12.62,-2.62,-17.19160105
29/05/2024,15.24,3.53,30.14517506,15.32,3.61,30.82835184,15.55,3.84,32.79248506,13.5,1.79,15.28608027
28/05/2024,11.71,-1.02,-8.012568735,14.72,1.99,15.63236449,14.72,1.99,15.63236449,10.82,-1.91,-15.00392773
24/05/2024,12.73,-1.74,-12.02487906,13.4,-1.07,-7.394609537,14.42,-0.05,-0.345542502,12.71,-1.76,-12.16309606
23/05/2024,14.47,2.37,19.58677686,11.84,-0.26,-2.148760331,16.35,4.25,35.12396694,11.84,-0.26,-2.148760331
22/05/2024,12.1,0.67,5.861767279,12.13,0.7,6.124234471,14.13,2.7,23.62204724,11.93,0.5,4.374453193
21/05/2024,11.43,-0.84,-6.84596577,13.04,0.77,6.275468623,13.11,0.84,6.84596577,11.43,-0.84,-6.84596577
20/05/2024,12.27,0.82,7.161572052,12.58,1.13,9.868995633,13.76,2.31,20.17467249,11.32,-0.13,-1.135371179
17/05/2024,11.45,-0.69,-5.68369028,11.9,-0.24,-1.97693575,12.34,0.2,1.647446458,11.05,-1.09,-8.978583196
16/05/2024,12.14,-0.45,-3.57426529,12.76,0.17,1.350277998,13.2,0.61,4.845115171,11.91,-0.68,-5.401111994
15/05/2024,12.59,-3.78,-23.09102016,14.36,-2.01,-12.27855834,14.65,-1.72,-10.50702505,12.59,-3.78,-23.09102016
14/05/2024,16.37,-0.46,-2.733214498,16.74,-0.09,-0.534759358,17.53,0.7,4.159239453,15.85,-0.98,-5.822935235
13/05/2024,16.83,3.94,30.56633049,19.12,6.23,48.33204034,19.22,6.33,49.10783553,15.59,2.7,20.94647013
10/05/2024,12.89,-0.52,-3.877703207,12.62,-0.79,-5.891126025,13.5,0.09,0.67114094,12.11,-1.3,-9.694258016
09/05/2024,13.41,-0.83,-5.828651685,13.95,-0.29,-2.036516854,14.64,0.4,2.808988764,13.41,-0.83,-5.828651685
