date,price
09/05/2011,55.13
06/05/2011,56.45
05/05/2011,55.6
04/05/2011,54.9
03/05/2011,54.48
02/05/2011,53
29/04/2011,51.86
28/04/2011,50.45
27/04/2011,53.2
26/04/2011,53.35
25/04/2011,53.53
21/04/2011,53.29
20/04/2011,53.49
19/04/2011,54.46
18/04/2011,54.91
15/04/2011,52.79
14/04/2011,51.98
13/04/2011,52.91
12/04/2011,54.57
11/04/2011,55.03
08/04/2011,54.75
07/04/2011,52.9
06/04/2011,51.54
05/04/2011,52.98
04/04/2011,54.49
01/04/2011,54.95
31/03/2011,54.79
30/03/2011,55.03
29/03/2011,55.82
28/03/2011,57.26
25/03/2011,56.69
24/03/2011,56.08
23/03/2011,58.78
22/03/2011,59.86
21/03/2011,58.1
18/03/2011,60.78
17/03/2011,61.64
16/03/2011,62.63
15/03/2011,62.07
14/03/2011,57.39
11/03/2011,57.36
10/03/2011,59.37
09/03/2011,60.12
08/03/2011,57.77
07/03/2011,57.53
04/03/2011,53.82
03/03/2011,53.94
02/03/2011,57.56
01/03/2011,56.97
28/02/2011,50.2
25/02/2011,51.34
24/02/2011,57.12
23/02/2011,58.42
22/02/2011,54.64
18/02/2011,49.16
17/02/2011,48.17
16/02/2011,48.46
15/02/2011,47.43
14/02/2011,45.59
11/02/2011,45.38
10/02/2011,46.47
09/02/2011,45.32
08/02/2011,46.24
07/02/2011,47.43
04/02/2011,47.81
03/02/2011,50.4
02/02/2011,51.89
01/02/2011,51.88
31/01/2011,55.45
28/01/2011,57.02
27/01/2011,49.91
26/01/2011,51.48
25/01/2011,53.31
24/01/2011,54.68
21/01/2011,55.36
20/01/2011,53.49
19/01/2011,52.77
18/01/2011,47.02
14/01/2011,48.21
13/01/2011,51.48
12/01/2011,51.03
11/01/2011,52.61
10/01/2011,52.89
07/01/2011,53.08
06/01/2011,53.8
05/01/2011,53.14
04/01/2011,55.49
03/01/2011,55.78
31/12/2010,57.87
30/12/2010,58.26
29/12/2010,57.52
28/12/2010,57.96
27/12/2010,59.01
23/12/2010,57.64
22/12/2010,54.3
21/12/2010,56.33
20/12/2010,57.15
17/12/2010,56.19
16/12/2010,56.66
15/12/2010,56.45
14/12/2010,55.27
13/12/2010,54.58
10/12/2010,51.23
09/12/2010,51.38
08/12/2010,53.86
07/12/2010,54.96
06/12/2010,53.85
03/12/2010,54.35
02/12/2010,57.19
01/12/2010,64.62
30/11/2010,66.68
29/11/2010,61.94
26/11/2010,65.77
24/11/2010,58.65
23/11/2010,59.26
22/11/2010,55.99
19/11/2010,57.22
18/11/2010,58.23
17/11/2010,62.35
16/11/2010,62.52
15/11/2010,60.26
12/11/2010,60.87
11/11/2010,54.94
10/11/2010,57.08
09/11/2010,59.26
08/11/2010,56.24
05/11/2010,58.44
04/11/2010,58.81
03/11/2010,61.94
02/11/2010,69.71
01/11/2010,69.68
29/10/2010,69.24
28/10/2010,69.07
27/10/2010,68.12
26/10/2010,68.42
25/10/2010,66.06
22/10/2010,65.43
21/10/2010,65.79
20/10/2010,67.24
19/10/2010,67.73
18/10/2010,65.46
15/10/2010,65.15
14/10/2010,67.03
13/10/2010,69.18
12/10/2010,69.29
11/10/2010,69.85
08/10/2010,71.85
07/10/2010,72.49
06/10/2010,73.24
05/10/2010,75.58
04/10/2010,76.42
01/10/2010,75.38
30/09/2010,78.6
29/09/2010,76.48
28/09/2010,74.29
27/09/2010,72.58
24/09/2010,71.89
23/09/2010,75.71
22/09/2010,73.82
21/09/2010,75.13
20/09/2010,73.99
17/09/2010,74.96
16/09/2010,73.18
15/09/2010,73.1
14/09/2010,73.02
13/09/2010,71.4
10/09/2010,74.88
09/09/2010,76.74
08/09/2010,74.69
07/09/2010,75.99
03/09/2010,72.13
02/09/2010,75.38
01/09/2010,76.78
31/08/2010,79.13
30/08/2010,80.13
27/08/2010,77.16
26/08/2010,81.16
25/08/2010,80.2
24/08/2010,81.36
23/08/2010,82.31
20/08/2010,83.31
19/08/2010,81.55
18/08/2010,82.03
17/08/2010,80.03
16/08/2010,82.31
13/08/2010,82.59
12/08/2010,80.74
11/08/2010,78.09
10/08/2010,75.25
09/08/2010,75.34
06/08/2010,73.96
05/08/2010,74.29
04/08/2010,73.39
03/08/2010,75.57
02/08/2010,71.9
30/07/2010,74.83
29/07/2010,76.87
28/07/2010,76.63
27/07/2010,74.3
26/07/2010,74.08
23/07/2010,74.76
22/07/2010,77.98
21/07/2010,79.43
20/07/2010,79
19/07/2010,82.58
16/07/2010,77.22
15/07/2010,76.41
14/07/2010,73.25
13/07/2010,73.37
12/07/2010,73.02
09/07/2010,72.55
08/07/2010,72.74
07/07/2010,72.5
06/07/2010,74.99
01/07/2010,77.47
30/06/2010,79.85
29/06/2010,77.64
28/06/2010,72.84
25/06/2010,70.29
24/06/2010,73.59
23/06/2010,69.83
22/06/2010,71.91
21/06/2010,67.47
18/06/2010,68.16
17/06/2010,67.33
16/06/2010,68.93
15/06/2010,66.53
14/06/2010,70.68
11/06/2010,70.2
10/06/2010,71.23
09/06/2010,71.83
08/06/2010,72.89
07/06/2010,75.08
04/06/2010,72.36
03/06/2010,67.92
02/06/2010,67.84
01/06/2010,73.44
28/05/2010,70.04
27/05/2010,69.62
26/05/2010,75.16
25/05/2010,68.36
24/05/2010,74.69
21/05/2010,72.23
20/05/2010,78.83
19/05/2010,73.27
18/05/2010,71.27
17/05/2010,65.93
14/05/2010,65.36
13/05/2010,62.87
12/05/2010,61.66
11/05/2010,63.06
10/05/2010,61.19
07/05/2010,72.39
06/05/2010,65.46
05/05/2010,57.55
04/05/2010,54.12
03/05/2010,53.65
30/04/2010,56.29
29/04/2010,49.83
28/04/2010,53.37
27/04/2010,56.07
26/04/2010,49.49
23/04/2010,50.28
22/04/2010,49.73
21/04/2010,53.14
20/04/2010,50.09
19/04/2010,51.34
16/04/2010,52.07
15/04/2010,49.71
14/04/2010,49.64
13/04/2010,52.25
12/04/2010,50.95
09/04/2010,49.97
08/04/2010,50.78
07/04/2010,52.45
06/04/2010,51.87
05/04/2010,53.8
01/04/2010,57.76
31/03/2010,57.41
30/03/2010,54.41
29/03/2010,55.38
26/03/2010,55.3
25/03/2010,58.56
24/03/2010,56.67
23/03/2010,56.19
22/03/2010,56.6
19/03/2010,57.3
18/03/2010,56.5
17/03/2010,55.49
16/03/2010,57.2
15/03/2010,59.17
12/03/2010,56.79
11/03/2010,58.05
10/03/2010,58.15
09/03/2010,56.95
08/03/2010,56.63
05/03/2010,57.39
04/03/2010,60.56
03/03/2010,59.45
02/03/2010,61.18
01/03/2010,62.37
26/02/2010,64.55
25/02/2010,64.87
24/02/2010,65.54
23/02/2010,64.32
22/02/2010,61.23
19/02/2010,62.51
18/02/2010,62.22
17/02/2010,63.84
16/02/2010,63.97
12/02/2010,63.82
11/02/2010,65.83
10/02/2010,68
09/02/2010,67.33
08/02/2010,65.18
05/02/2010,64.21
04/02/2010,66.26
03/02/2010,62.51
02/02/2010,62.25
01/02/2010,59.09
29/01/2010,61.86
28/01/2010,61.97
27/01/2010,61.47
26/01/2010,64.17
25/01/2010,62.29
22/01/2010,64.69
21/01/2010,61.2
20/01/2010,57.28
19/01/2010,56.71
15/01/2010,47.24
14/01/2010,46.2
13/01/2010,49.37
12/01/2010,48.3
11/01/2010,48.11
08/01/2010,48.92
07/01/2010,48.96
06/01/2010,51.62
05/01/2010,52.83
04/01/2010,55.45
31/12/2009,61.28
30/12/2009,54.7
29/12/2009,58.36
28/12/2009,56.15
24/12/2009,56.35
23/12/2009,57.72
22/12/2009,56.66
21/12/2009,58.97
18/12/2009,58.49
17/12/2009,57.55
16/12/2009,57.33
15/12/2009,58.86
14/12/2009,57.99
11/12/2009,59.48
10/12/2009,59.4
09/12/2009,59.34
08/12/2009,60.5
07/12/2009,58.6
04/12/2009,56.95
03/12/2009,61.29
02/12/2009,57.29
01/12/2009,57.46
30/11/2009,60.56
27/11/2009,62.28
25/11/2009,57.74
24/11/2009,56.63
23/11/2009,56.57
20/11/2009,56.44
19/11/2009,56.48
18/11/2009,56.73
17/11/2009,57.67
16/11/2009,57.33
13/11/2009,58.22
12/11/2009,59.06
11/11/2009,55.7
10/11/2009,53.69
09/11/2009,52.21
06/11/2009,55.15
05/11/2009,56.83
04/11/2009,58.23
03/11/2009,58.11
02/11/2009,58.77
30/10/2009,59.5
29/10/2009,56.08
28/10/2009,59.23
27/10/2009,56.08
26/10/2009,55.34
23/10/2009,55.31
22/10/2009,53.85
21/10/2009,57.86
20/10/2009,56.57
19/10/2009,58.65
16/10/2009,57.02
15/10/2009,54.09
14/10/2009,54.65
13/10/2009,54.41
12/10/2009,53.55
09/10/2009,52.99
08/10/2009,54.04
07/10/2009,55.16
06/10/2009,55.53
05/10/2009,56.62
02/10/2009,60.8
01/10/2009,58.84
30/09/2009,56.43
29/09/2009,57.58
28/09/2009,56.02
25/09/2009,57.93
24/09/2009,58.64
23/09/2009,55.44
22/09/2009,54.46
21/09/2009,55.6
18/09/2009,55.87
17/09/2009,52.36
16/09/2009,52.88
15/09/2009,53.35
14/09/2009,54.28
11/09/2009,55.04
10/09/2009,53.27
09/09/2009,54.94
08/09/2009,56.18
04/09/2009,57.67
03/09/2009,58.42
02/09/2009,63.06
01/09/2009,63.43
31/08/2009,59.62
28/08/2009,59.61
27/08/2009,59.99
26/08/2009,61.06
25/08/2009,59.46
24/08/2009,57.48
21/08/2009,56.65
20/08/2009,55.47
19/08/2009,56.57
18/08/2009,56.82
17/08/2009,58.26
14/08/2009,52.93
13/08/2009,53.08
12/08/2009,54.95
11/08/2009,55.21
10/08/2009,52.06
07/08/2009,52.03
06/08/2009,54.9
05/08/2009,53.94
04/08/2009,55.94
03/08/2009,59.05
31/07/2009,62.26
30/07/2009,61.15
29/07/2009,60.94
28/07/2009,60.6
27/07/2009,57.01
24/07/2009,56.3
23/07/2009,59.16
22/07/2009,60.83
21/07/2009,61.71
20/07/2009,60.95
17/07/2009,63.67
16/07/2009,59.79
15/07/2009,59.16
14/07/2009,57.52
13/07/2009,56.35
10/07/2009,59.96
09/07/2009,58.89
08/07/2009,60.52
07/07/2009,59.64
06/07/2009,57.67
02/07/2009,59.51
01/07/2009,58.07
30/06/2009,56.32
29/06/2009,55.78
26/06/2009,57.24
25/06/2009,54.37
24/06/2009,56.38
23/06/2009,57.65
22/06/2009,58.01
19/06/2009,55.01
18/06/2009,56.33
17/06/2009,56.82
16/06/2009,59.34
15/06/2009,55.4
12/06/2009,54.95
11/06/2009,55.84
10/06/2009,55.95
09/06/2009,56.79
08/06/2009,57.98
05/06/2009,57.87
04/06/2009,58.08
03/06/2009,58.42
02/06/2009,54.21
01/06/2009,54.91
29/05/2009,55.01
28/05/2009,58
27/05/2009,58.81
26/05/2009,56.68
22/05/2009,61.75
21/05/2009,57.96
20/05/2009,57.39
19/05/2009,55.93
18/05/2009,57.88
15/05/2009,60.7
14/05/2009,55.41
13/05/2009,59.12
12/05/2009,57.81
11/05/2009,58.07
08/05/2009,58.65
07/05/2009,57.93
06/05/2009,57.99
05/05/2009,60
04/05/2009,63.85
01/05/2009,65.96
30/04/2009,66.84
29/04/2009,66.57
28/04/2009,68.13
27/04/2009,67.92
24/04/2009,66.74
23/04/2009,65.69
22/04/2009,65.43
21/04/2009,63.38
20/04/2009,63.84
17/04/2009,61.19
16/04/2009,60.6
15/04/2009,60.14
14/04/2009,59.73
13/04/2009,61.99
09/04/2009,64.39
08/04/2009,63.6
07/04/2009,65.01
06/04/2009,67.53
03/04/2009,66.7
02/04/2009,67.02
01/04/2009,66.82
31/03/2009,69.1
30/03/2009,69.32
27/03/2009,63.7
26/03/2009,62.78
25/03/2009,64.8
24/03/2009,65.74
23/03/2009,67.53
20/03/2009,70.65
19/03/2009,66.62
18/03/2009,61.79
17/03/2009,64.64
16/03/2009,66.55
13/03/2009,65.39
12/03/2009,61.64
11/03/2009,61.08
10/03/2009,60.17
09/03/2009,64.16
06/03/2009,64.92
05/03/2009,66.04
04/03/2009,66.43
03/03/2009,71.84
02/03/2009,71.21
27/02/2009,67.17
26/02/2009,68.25
25/02/2009,70.96
24/02/2009,72.19
23/02/2009,77.49
20/02/2009,75.23
19/02/2009,74.14
18/02/2009,69.89
17/02/2009,68.19
13/02/2009,66.87
12/02/2009,64.44
11/02/2009,67.25
10/02/2009,70.95
09/02/2009,66.57
06/02/2009,71.77
05/02/2009,69.28
04/02/2009,66.97
03/02/2009,64.86
02/02/2009,64.51
30/01/2009,68.51
29/01/2009,66.54
28/01/2009,67.4
27/01/2009,71.43
26/01/2009,73.87
23/01/2009,72.44
22/01/2009,72.37
21/01/2009,71.81
20/01/2009,77.71
16/01/2009,68.17
15/01/2009,65.18
14/01/2009,67.28
13/01/2009,64.72
12/01/2009,63.8
09/01/2009,60.23
08/01/2009,58
07/01/2009,58.39
06/01/2009,53.94
05/01/2009,56.63
02/01/2009,60.51
31/12/2008,63
30/12/2008,64.57
29/12/2008,64.09
26/12/2008,65.2
24/12/2008,65.39
23/12/2008,65.8
22/12/2008,60.54
19/12/2008,61.02
18/12/2008,62.09
17/12/2008,68.45
16/12/2008,68.86
15/12/2008,66.96
12/12/2008,65.71
11/12/2008,65.12
10/12/2008,67.28
09/12/2008,68.06
08/12/2008,70.87
05/12/2008,70.68
04/12/2008,69.59
03/12/2008,69.33
02/12/2008,67.64
01/12/2008,64.96
28/11/2008,63.8
26/11/2008,60.94
25/11/2008,64.29
24/11/2008,63.48
21/11/2008,65.07
20/11/2008,63.04
19/11/2008,64.93
18/11/2008,63.76
17/11/2008,67.39
14/11/2008,68.62
13/11/2008,60.85
12/11/2008,63.11
11/11/2008,65.87
10/11/2008,62.24
07/11/2008,59.75
06/11/2008,63.9
05/11/2008,56.9
04/11/2008,57.41
03/11/2008,57.45
31/10/2008,63.35
30/10/2008,60.6
29/10/2008,67.6
28/10/2008,68.27
27/10/2008,72.78
24/10/2008,75.17
23/10/2008,62.44
22/10/2008,63.69
21/10/2008,60.38
20/10/2008,58.76
17/10/2008,65.62
16/10/2008,56.04
15/10/2008,55.21
14/10/2008,51.56
13/10/2008,47.18
09/10/2008,50.72
08/10/2008,53.76
07/10/2008,50.81
06/10/2008,51.61
03/10/2008,52.42
02/10/2008,51.09
01/10/2008,52.58
30/09/2008,53.03
26/09/2008,50.45
25/09/2008,49.76
24/09/2008,48.25
23/09/2008,49.14
22/09/2008,46.48
19/09/2008,45.6
18/09/2008,41.68
17/09/2008,41.9
16/09/2008,41.37
15/09/2008,44.08
12/09/2008,40.77
11/09/2008,40.5
10/09/2008,41.43
09/09/2008,42.06
08/09/2008,40.42
05/09/2008,40.84
04/09/2008,41.95
03/09/2008,40.19
02/09/2008,41.8
29/08/2008,40.52
28/08/2008,38.54
27/08/2008,38.34
26/08/2008,39.3
25/08/2008,39.54
22/08/2008,37.75
21/08/2008,37.68
20/08/2008,39.07
19/08/2008,40.49
18/08/2008,39.69
15/08/2008,38.67
14/08/2008,38.52
13/08/2008,39.83
12/08/2008,38.95
11/08/2008,37.64
08/08/2008,39.22
07/08/2008,37.5
06/08/2008,36.93
05/08/2008,37.17
04/08/2008,40.14
01/08/2008,39.03
31/07/2008,38.56
30/07/2008,34.66
29/07/2008,37.31
28/07/2008,40.3
25/07/2008,40.12
24/07/2008,39.44
23/07/2008,38.03
22/07/2008,36.44
21/07/2008,38.54
18/07/2008,39.56
17/07/2008,39.41
16/07/2008,39.54
15/07/2008,44.45
14/07/2008,43.68
11/07/2008,43.5
10/07/2008,40.64
09/07/2008,41.12
08/07/2008,38.59
07/07/2008,42.63
03/07/2008,42.18
02/07/2008,44.12
01/07/2008,40.66
30/06/2008,41.47
27/06/2008,41.56
26/06/2008,43.74
25/06/2008,39.81
24/06/2008,40.44
23/06/2008,40.44
20/06/2008,41.21
19/06/2008,39.63
18/06/2008,41.62
17/06/2008,39.71
16/06/2008,38.68
13/06/2008,39.21
12/06/2008,40.61
11/06/2008,43.74
10/06/2008,43.83
09/06/2008,42.74
06/06/2008,45.18
05/06/2008,37.8
04/06/2008,42.34
03/06/2008,41.25
02/06/2008,41
30/05/2008,39.07
29/05/2008,39.34
28/05/2008,40.11
27/05/2008,41.37
23/05/2008,42.14
22/05/2008,40.65
21/05/2008,41
20/05/2008,39.99
19/05/2008,39.48
16/05/2008,38.79
15/05/2008,37.97
14/05/2008,39.63
13/05/2008,39.79
12/05/2008,39.51
09/05/2008,41.34
08/05/2008,41.9
07/05/2008,41.57
06/05/2008,39.66
05/05/2008,40.82
02/05/2008,39.83
01/05/2008,41.6
30/04/2008,48
29/04/2008,44.95
28/04/2008,42.73
25/04/2008,44.2
24/04/2008,45.13
23/04/2008,44.22
22/04/2008,43.42
21/04/2008,43.41
18/04/2008,42.5
17/04/2008,41.81
16/04/2008,41.78
15/04/2008,45.04
14/04/2008,45.7
11/04/2008,45.99
10/04/2008,44.51
09/04/2008,45.36
08/04/2008,44.79
07/04/2008,45.81
04/04/2008,46.64
03/04/2008,48.42
02/04/2008,48.13
31/03/2008,48.16
28/03/2008,50.58
27/03/2008,50.97
26/03/2008,53.29
25/03/2008,51.58
24/03/2008,50.21
20/03/2008,53.24
19/03/2008,54.78
18/03/2008,48.52
17/03/2008,51.38
14/03/2008,54.57
13/03/2008,53.49
12/03/2008,54.67
11/03/2008,51.2
10/03/2008,52.43
07/03/2008,51.78
06/03/2008,53.49
05/03/2008,48.82
04/03/2008,50.19
03/03/2008,51.24
29/02/2008,54.2
28/02/2008,50.65
27/02/2008,51.33
26/02/2008,48.58
25/02/2008,49.71
22/02/2008,49.86
21/02/2008,52.47
20/02/2008,51.12
19/02/2008,50.9
15/02/2008,50.41
14/02/2008,49.04
13/02/2008,48.46
12/02/2008,48.64
11/02/2008,50.34
08/02/2008,52.16
07/02/2008,51.19
06/02/2008,54.61
05/02/2008,52.12
04/02/2008,51.08
01/02/2008,48.52
31/01/2008,51.54
30/01/2008,57.68
29/01/2008,54.04
28/01/2008,52.07
25/01/2008,53.28
24/01/2008,50.34
23/01/2008,48.93
22/01/2008,53.83
18/01/2008,51.58
17/01/2008,53.54
16/01/2008,49.15
15/01/2008,49.53
14/01/2008,48.52
11/01/2008,49.97
10/01/2008,50.48
09/01/2008,50.81
08/01/2008,54.21
07/01/2008,51.02
04/01/2008,52.62
03/01/2008,50.79
02/01/2008,53.73
31/12/2007,55.02
28/12/2007,52.9
27/12/2007,48.75
26/12/2007,44.24
24/12/2007,43.71
21/12/2007,44.88
20/12/2007,48.51
19/12/2007,51.45
18/12/2007,53.24
17/12/2007,57.52
14/12/2007,53.51
13/12/2007,52.43
12/12/2007,51.51
11/12/2007,57.34
10/12/2007,49.27
07/12/2007,49.88
06/12/2007,48.34
05/12/2007,50.84
04/12/2007,53.83
03/12/2007,51.26
30/11/2007,52.47
29/11/2007,51.68
28/11/2007,50.67
27/11/2007,53.21
26/11/2007,55.58
23/11/2007,49.99
21/11/2007,54.12
20/11/2007,51.17
19/11/2007,54.04
16/11/2007,56.07
15/11/2007,53.44
14/11/2007,49.14
13/11/2007,45.5
12/11/2007,52.75
09/11/2007,51.25
08/11/2007,48.37
07/11/2007,49.73
06/11/2007,43.31
05/11/2007,46.83
02/11/2007,45.55
01/11/2007,46.19
31/10/2007,39.82
30/10/2007,45.21
29/10/2007,42.75
26/10/2007,41.5
25/10/2007,44.92
24/10/2007,46.81
23/10/2007,47.74
22/10/2007,49.47
19/10/2007,51.11
18/10/2007,43.68
17/10/2007,44.37
16/10/2007,48.13
15/10/2007,45.47
12/10/2007,43.89
11/10/2007,45.81
10/10/2007,41.66
09/10/2007,40.14
08/10/2007,43.89
05/10/2007,43.5
04/10/2007,47.35
03/10/2007,48.67
02/10/2007,47.38
01/10/2007,46.24
28/09/2007,46.35
27/09/2007,42.63
26/09/2007,44.74
25/09/2007,46.19
24/09/2007,47.23
21/09/2007,49.55
20/09/2007,50.81
19/09/2007,49.97
18/09/2007,52.59
17/09/2007,61.09
14/09/2007,59.75
13/09/2007,59.78
12/09/2007,57.22
11/09/2007,58.31
10/09/2007,61.48
07/09/2007,60.19
06/09/2007,57.82
05/09/2007,57.44
04/09/2007,54.81
31/08/2007,57.05
30/08/2007,58.43
29/08/2007,57.93
28/08/2007,61.65
27/08/2007,54.83
24/08/2007,50.97
23/08/2007,53.47
22/08/2007,52.58
21/08/2007,55.83
20/08/2007,56.38
17/08/2007,58.25
16/08/2007,61.61
15/08/2007,56.8
14/08/2007,51.4
13/08/2007,49.43
10/08/2007,54.67
09/08/2007,52.77
08/08/2007,46.38
07/08/2007,44.77
06/08/2007,42.91
03/08/2007,47.91
02/08/2007,42.4
01/08/2007,45.93
31/07/2007,49.22
30/07/2007,42.5
27/07/2007,50.15
26/07/2007,42.83
25/07/2007,44.44
24/07/2007,45.8
23/07/2007,42.01
20/07/2007,42.87
19/07/2007,39.37
18/07/2007,41.73
17/07/2007,40.88
16/07/2007,40.63
13/07/2007,41.77
12/07/2007,41.12
11/07/2007,42.29
10/07/2007,44.83
09/07/2007,40.36
06/07/2007,40.07
05/07/2007,42.07
03/07/2007,41.59
29/06/2007,44.29
28/06/2007,43.13
27/06/2007,41.97
26/06/2007,51.13
25/06/2007,43.27
22/06/2007,41.36
21/06/2007,40.7
20/06/2007,42.04
19/06/2007,36.38
18/06/2007,38.4
15/06/2007,40.33
14/06/2007,37.28
12/06/2007,42.95
11/06/2007,38.35
08/06/2007,37.79
07/06/2007,44.6
06/06/2007,40.86
05/06/2007,37.62
04/06/2007,36.76
01/06/2007,36.34
31/05/2007,36.87
30/05/2007,36.55
29/05/2007,38.19
25/05/2007,39.56
24/05/2007,41.17
23/05/2007,37.63
22/05/2007,37.19
21/05/2007,37.43
18/05/2007,35.7
17/05/2007,39.1
16/05/2007,39.32
15/05/2007,40.43
14/05/2007,39.9
11/05/2007,37.45
10/05/2007,38.54
09/05/2007,36.59
08/05/2007,37.41
07/05/2007,36.69
04/05/2007,37.03
03/05/2007,37.62
02/05/2007,37.41
01/05/2007,38.17
30/04/2007,40.76
27/04/2007,35.26
26/04/2007,35.88
25/04/2007,37.43
24/04/2007,37.15
23/04/2007,36.89
20/04/2007,35.33
19/04/2007,35.95
18/04/2007,35.39
17/04/2007,33.63
16/04/2007,33.95
13/04/2007,34.74
12/04/2007,36.79
11/04/2007,37.93
10/04/2007,36.69
09/04/2007,36.22
05/04/2007,37.15
04/04/2007,36.77
03/04/2007,36.38
30/03/2007,40.97
29/03/2007,42.49
28/03/2007,40.45
27/03/2007,36.04
26/03/2007,35.14
23/03/2007,34.81
22/03/2007,33.8
21/03/2007,31.62
20/03/2007,36.21
19/03/2007,38.18
16/03/2007,43.6
15/03/2007,41.19
14/03/2007,40.15
13/03/2007,45.42
12/03/2007,34.95
09/03/2007,35.9
08/03/2007,36.4
07/03/2007,38.64
06/03/2007,38.7
05/03/2007,46.62
02/03/2007,45.05
01/03/2007,37.64
28/02/2007,40.16
27/02/2007,50.58
26/02/2007,33.19
23/02/2007,32.81
22/02/2007,31.08
21/02/2007,31.22
20/02/2007,30.89
16/02/2007,28.97
15/02/2007,28.76
14/02/2007,28.59
13/02/2007,28.81
12/02/2007,32.04
09/02/2007,30.81
08/02/2007,28.79
07/02/2007,27.92
06/02/2007,28.15
05/02/2007,27.9
02/02/2007,27.22
01/02/2007,27.39
31/01/2007,26.84
30/01/2007,28.21
29/01/2007,29.42
26/01/2007,29.37
25/01/2007,29.65
24/01/2007,26.02
23/01/2007,27.38
22/01/2007,28.82
19/01/2007,27.8
18/01/2007,27.75
17/01/2007,27.08
16/01/2007,26.8
12/01/2007,26.4
11/01/2007,28.34
10/01/2007,29.68
09/01/2007,30.99
08/01/2007,30.72
05/01/2007,32.01
04/01/2007,30.22
03/01/2007,32.41
29/12/2006,33.26
28/12/2006,30.63
27/12/2006,29.65
26/12/2006,29.95
22/12/2006,31.51
21/12/2006,29.84
20/12/2006,28.62
19/12/2006,29.25
18/12/2006,29.36
15/12/2006,30.67
14/12/2006,29.37
13/12/2006,29.88
12/12/2006,30.61
11/12/2006,30.24
08/12/2006,31.16
07/12/2006,32.74
06/12/2006,28.79
05/12/2006,28.48
04/12/2006,28.15
01/12/2006,30.05
30/11/2006,29.18
29/11/2006,29.84
28/11/2006,32.49
27/11/2006,35.24
24/11/2006,33.1
22/11/2006,31.18
21/11/2006,28.72
17/11/2006,26.25
16/11/2006,25.99
15/11/2006,26.35
14/11/2006,26.9
13/11/2006,28.43
10/11/2006,28.49
09/11/2006,28.69
08/11/2006,28.01
07/11/2006,29.04
06/11/2006,29.68
03/11/2006,31.37
02/11/2006,32.02
01/11/2006,31.47
31/10/2006,29.45
30/10/2006,29.99
27/10/2006,29.56
26/10/2006,27.87
25/10/2006,28.31
24/10/2006,29.01
23/10/2006,29.42
20/10/2006,30.61
19/10/2006,31.7
18/10/2006,32.01
17/10/2006,31.3
16/10/2006,28.59
13/10/2006,28.47
12/10/2006,29.75
11/10/2006,31.82
10/10/2006,31.41
09/10/2006,31.77
06/10/2006,32.49
05/10/2006,34.53
04/10/2006,33.79
03/10/2006,34.49
02/10/2006,34.86
29/09/2006,34.54
28/09/2006,33.19
27/09/2006,33.36
26/09/2006,32.07
25/09/2006,35.03
22/09/2006,35.49
21/09/2006,36.23
20/09/2006,35.2
19/09/2006,34.93
18/09/2006,33.51
15/09/2006,33.06
14/09/2006,33.76
13/09/2006,31.93
12/09/2006,33.1
11/09/2006,34.38
08/09/2006,34.73
07/09/2006,36.49
06/09/2006,36.91
05/09/2006,32.96
01/09/2006,32.23
31/08/2006,32.9
30/08/2006,32.13
29/08/2006,32.19
28/08/2006,32.75
25/08/2006,33.76
24/08/2006,34.44
23/08/2006,34.26
22/08/2006,33.54
21/08/2006,32.2
18/08/2006,30.43
17/08/2006,31.58
16/08/2006,33.57
15/08/2006,36.96
14/08/2006,38.28
11/08/2006,38.11
10/08/2006,37.68
09/08/2006,40.51
08/08/2006,39.42
07/08/2006,38.47
04/08/2006,36.81
03/08/2006,36.11
02/08/2006,36.41
01/08/2006,38.44
31/07/2006,38.66
28/07/2006,38.07
27/07/2006,38.22
26/07/2006,37.41
25/07/2006,37.97
24/07/2006,38.55
21/07/2006,46.1
20/07/2006,41.1
19/07/2006,38.17
18/07/2006,41.8
17/07/2006,44.9
14/07/2006,44.18
13/07/2006,45.95
12/07/2006,38.65
11/07/2006,35.39
10/07/2006,37.69
07/07/2006,38.71
06/07/2006,36.41
05/07/2006,36.25
03/07/2006,32.92
30/06/2006,33.72
29/06/2006,31.07
28/06/2006,38.89
27/06/2006,40.09
26/06/2006,37.44
23/06/2006,40.26
22/06/2006,39.26
21/06/2006,37.37
20/06/2006,42.07
19/06/2006,44.55
16/06/2006,38.64
15/06/2006,33.14
14/06/2006,46.02
13/06/2006,52.95
12/06/2006,49.86
09/06/2006,44.83
08/06/2006,46.02
07/06/2006,45.21
06/06/2006,42.34
05/06/2006,40.52
02/06/2006,35.32
01/06/2006,33.83
31/05/2006,38.23
30/05/2006,43.99
26/05/2006,33.73
25/05/2006,35.36
24/05/2006,37.47
23/05/2006,41.4
22/05/2006,38.02
19/05/2006,36.69
17/05/2006,40.58
16/05/2006,32.78
15/05/2006,33.13
12/05/2006,34.72
11/05/2006,30.93
10/05/2006,29.65
09/05/2006,29.75
08/05/2006,30.59
05/05/2006,28.72
04/05/2006,29.63
03/05/2006,30.3
02/05/2006,30.43
01/05/2006,31.87
28/04/2006,30.03
27/04/2006,30.36
26/04/2006,31.3
25/04/2006,29.3
24/04/2006,28.56
21/04/2006,29.54
20/04/2006,28.92
19/04/2006,28.84
18/04/2006,29.77
17/04/2006,33.54
13/04/2006,34.28
12/04/2006,34.65
11/04/2006,34.8
10/04/2006,31.7
07/04/2006,31.89
06/04/2006,29.38
05/04/2006,30.64
